title,description,brand,asin,image,rating,nReviews,keywords
KastKing Sharky II Fishing Reel - Smooth Spinning Reel - 10+1 Superior Ball Bearings-Brass Gears at an Affordable Price,"['', 'Hornet open face spinning fishing reel is equipped with 7 shielded stainless-steel bearings, double backup anti-reverse bearing, and massive carbon fiber drag washers. Special designed o-ring sealed waterproof body and rotor provide best saltwater protection.', 'Hornets are made with high strength aluminum and stainless steel, can pull up to 66 lbs. (30 kg) of drag, and are made to resist the elements. They make a great open face reel combo for the surf, inshore fishing, or offshore fishing.', '']",Ecooda,B00JRPCLPG,https://images-na.ssl-images-amazon.com/images/I/71Wq3oSiaqL._AC_SX466_.jpg,5.0,6.0,"['hornet', 'hornets', 'elements', 'washers', 'bearings', 'kg', 'massive', 'affordable', 'gears', 'reverse', 'bearing', 'double', 'surf', 'best', 'strength', 'ball', 'o', 'price', 'protection', 'smooth', 'brass', 'waterproof', 'drag', 'superior', 'backup', 'anti', 'reel', 'sharky', 'carbon', 'aluminum', 'combo', 'inshore', 'fiber', 'kastking', 'body', 'spinning', 'ii', 'high', 'stainless', 'rotor', 'lbs', 'offshore', 'face', 'open', 'fishing', 'steel', 'special', 'saltwater', 'great']"
STI 2 Point Rifle Sling - Adjustable Gun Sling with FAST-LOOP and 1.25 inch Webbing for Hunting Sports and Outdoors,"['""Finally... A Premium Rifle Sling that gives you FAST variable length adjustment in a quality MIL-SPEC type sling""', 'Discover for yourself why Fast Adjust 2 Point Slings are the #1 choice of Hunters and Shooting Professionals', 'Looking for the perfect rifle sling for your rig? Look no further! Get a rifle sling that fits all your shooting needs, is durable, reliable, at an amazing price. Whether you are a professional gunfighter or hunting game,here at STI we believe you will be hard pressed to find a premium quality sling system with the usability and durability of this sling.', 'Manufactured with Superior Materials and Build Quality- premium nylon ""tube woven"" webbing - superior strength over 1 layer ""flat woven"" webbing- heavy stitching- high impact polymer sling buckle- simple smart design... ideal sling for any rifle, carbine or shotgun', 'Enjoy the advantage of ""almost endless"" adjustments and superior materials- freedom from fumbles and tangles- adjust size from 30 to 55+ inches- rifle remains in fast ready position- fast transition to pistol.', 'Improves target acquisition and firing timesWith 2 strap adjustments, set sling to precisely fit your body, rifle stock and shooting position. Now, you can snap the rifle up to shooting position FAST, and your sight line and arms are already in shooting position. SNAP!!Practice it to body memory and bam...spot on target! 100% UNCONDITIONAL GUARANTEE!']",STI,B00JK1XW3W,https://images-na.ssl-images-amazon.com/images/I/61SZW8H6YXL._AC_SX425_.jpg,5.0,8.0,"['shotgun', 'impact', 'layer', 'adjustment', 'adjustable', 'tangles-', 'carbine', 'nylon', 'hunters', 'point', 'rig', 'memory', 'sight', 'firing', 'tube', 'quality-', 'needs', 'choice', 'position-', 'materials-', 'sti', 'length', 'inch', 'system', 'loop', 'strap', 'webbing', 'arms', 'game', 'sling', 'spec', 'gunfighter', 'price', 'durable', 'body', 'acquisition', 'professional', 'stock', 'unconditional', 'adjust', 'fast', 'spot', 'ideal', 'hunting', 'simple', 'slings', 'heavy', 'flat', 'premium', 'professionals', 'target', 'buckle-', 'perfect', 'gun', 'timeswith', 'inches-', 'materials', 'guarantee', 'fumbles', 'webbing-', 'high', 'stitching-', 'bam', 'pistol', 'line', 'quality', 'position', 'polymer', 'smart', 'ready', 'amazing', 'strength', 'rifle', 'sports', 'reliable', 'design', 'outdoors', 'advantage', 'transition', 'usability', 'mil', 'durability', 'freedom', 'endless', 'adjustments', 'superior', 'type', 'variable', 'shooting', 'size']"
Cigar Minder Clip,"['Cigar Minder is the all-purpose cigar clip for people on the move. Cigar Minder is a unique, easy solution to keep your cigar safe and secure no matter where you are. Great for golf carts, boats, lawn chairs, or anywhere else you enjoy your cigars. Cigar Minder is made from high quality plastic and uses a light pressure spring that holds your cigar in place without damaging the wrapper.']",Cigar Minder,B00021HSKW,https://images-na.ssl-images-amazon.com/images/I/81pKqI15DWL._AC_SX679_.jpg,5.0,6.0,"['solution', 'light', 'pressure', 'golf', 'easy', 'cigar', 'purpose', 'people', 'spring', 'cigars', 'plastic', 'place', 'boats', 'unique', 'wrapper', 'clip', 'lawn', 'high', 'chairs', 'carts', 'safe', 'minder', 'quality', 'great']"
Real Avid Front Sight Adjuster - for A1 & A2 Front Sight Adjustment Tool,"['When your rifle is loaded and charged, aiming off target is not an option. This durable, compact, black oxide coated stainless steel tool gets black guns dialed-in and makes quick sight adjustments a breeze. Additionally, the double-ended Front Sight Adjuster Tool is designed to work on both A1 & A2 (5/4 pin) front sights.']",Real Avid,B00IOF60LQ,https://images-na.ssl-images-amazon.com/images/I/51xsk3W5u0L._AC_SY355_.jpg,5.0,5.0,"['pin', 'ended', 'adjustment', 'black', 'option', 'guns', 'sights', 'rifle', 'avid', 'target', 'a1', 'compact', 'durable', 'quick', 'a2', 'real', 'sight', 'adjustments', 'tool', 'oxide', 'stainless', 'adjuster', 'steel', 'breeze']"
Embassy Camouflage Bible Cover,"['Description change to:The Embassy Camouflage Bible Cover is more than simply a protective cover for your Bible, you now have a practical organizer with spaces for pens and pockets for study materials. An excellent way to keep your Bible and study materials in one place while protecting your beloved Book, too. The durable camo design exterior is perfect for the young man on his way to religious camp or weekend religious outings. A Bible cover is the ideal way to keep your most important book protected as you carry it with you. The Embassy camouflage exterior design is a splendid idea for the outdoorsman or woman on your list. This Bible cover has a zippered main compartment, zippered front pocket, a hand strap, an interior pen holder, and a front pocket with a hook and loop fastener. Measures 10 inches x 7 1/4 inches x 2 1/2 inches.']",Embassy,B0026PEB7A,https://images-na.ssl-images-amazon.com/images/I/81aPDOnSb9L._AC_SX679_.jpg,5.0,4.0,"['book', 'camp', 'ideal', 'outings', 'hand', 'loop', 'excellent', 'religious', 'main', 'camouflage', 'strap', 'fastener', 'measures', 'beloved', 'hook', 'pens', 'description', 'exterior', 'design', 'pockets', 'way', 'young', 'inches', 'interior', 'important', 'practical', 'cover', 'durable', 'pocket', 'perfect', 'outdoorsman', 'list', 'man', 'materials', 'place', 'bible', 'compartment', 'change', 'zippered', 'protective', 'camo', 'organizer', 'holder', 'idea', 'weekend', 'embassy', 'pen', 'study', 'spaces', 'splendid', 'woman']"
Saco Band Silicone Ring Wedding Band for Men and Women - 4 Pack,"['Silicone Ring, Rubber Wedding Band']",Saco Band,B01ETM5XCY,https://images-na.ssl-images-amazon.com/images/I/51fNOSsenTL._AC_SY450_.jpg,5.0,8.0,"['silicone', 'women', 'ring', 'pack', 'men', 'rubber', 'saco', 'wedding', 'band']"
"iPhone 5 Case, JETech® Luxury iPhone 5 5S Case Bumper Cover 2014 Version for Apple iPhone 5/5S Logo Cut-Out for Verizon, AT&T Sprint, T-mobile, Unlocked (Black)","['Size (LWH): 7.1 inches, 4.3 inches, 0.6 inches']",JETech,B00L09L3SI,https://images-na.ssl-images-amazon.com/images/I/71sCMHTopyL._AC_SX342_.jpg,5.0,4.0,"['lwh', '5/5s', 'bumper', 'black', 'at&t', 'logo', 'inches', 'unlocked', 'cover', 'apple', 'iphone', 'verizon', 'luxury', 'sprint', 'jetech', 'case', 'size', 'version', 'mobile', 't']"
Sportstuff 53-2030 Booster Ball,"['This custom tow rope with inflatable buoy in the middle boosts your towables performance in many ways. Primarily by keeping the tow rope out of the water the majority of the time while towing.', 'The SportsStuff 4K Booster Ball System replaces traditional towlines with an inflatable ""Booster Ball"" buoy with sturdy towline rope at both ends. Suitable for use on any boat, but especially good for boats with low transom tow points, the Booster Ball system provides a way to keep the tow rope elevated out of the water during the ride and increases the visibility of the tow line at all times. The increased height of the towline reduces line drag, absorbs shock, and even enhances the boat\'s fuel economy. The Booster Ball system is designed to improve your towable\'s performance with quicker starts, reduced rope spray, decreased chance that the towable will dive during the ride, and less wear and tear on your actual towable.', 'Built for long term durability, the Booster Ball inflatable buoy features bright water-sports graphics with a heavy-gauge PVC bladder and a tough nylon cover with double stitching and reinforced stress points. The system is equipped with a patented speed safety valve for quick inflation and deflation and has a self bailing drain vent to prevent the uptake of water. The system measures 60 feet overall, including the Booster Ball, and the tow rope offers 4100-pound break strength for a worry-free performance. Designed for use with one to four-person towables, the 4K Booster Ball System is built for years of fun on the water.', 'Features and Specifications: Heavy-gauge PVC bladder 840 denier full nylon cover with zipper Tough two-inch webbing Patented speed safety valve Self bailing drain vent Double stitching and reinforced stress points Length: 60 feet (including booster ball) 4K tow rope 4100-pound break strength Designed for one to four person towables', ""What's in the Box? 4K Booster Ball and Custom Tow Rope"", '']",SportsStuff,B001Q98TNY,https://images-na.ssl-images-amazon.com/images/I/51gdGRFa2nL._AC_SX425_.jpg,5.0,5.0,"['actual', 'majority', 'buoy', 'booster', 'denier', 'use', 'double', 'low', 'nylon', 'graphics', 'ball', 'bladder', 'chance', 'towline', 'stitching', 'towlines', 'worry', 'suitable', 'quicker', 'overall', 'ends', 'good', 'valve', 'length', 'system', 'fuel', 'inch', 'sportsstuff', 'traditional', 'vent', 'specifications', 'webbing', 'height', 'years', 'tough', 'cover', 'wear', 'uptake', 'boats', 'box', 'safety', 'break', 'rope', 'term', 'points', 'sportstuff', 'towable', 'feet', 'starts', 'features', 'heavy', 'custom', 'ride', 'speed', 'way', 'self', 'ways', 'economy', 'fun', 'drag', 'water', 'gauge', 'inflatable', 'visibility', 'zipper', '4k', 'tow', 'line', 'towables', 'sturdy', 'bright', 'long', 'drain', 'time', 'spray', 'strength', 'sports', 'times', 'middle', 'performance', 'free', 'transom', 'quick', 'durability', 'person', 'inflation', 'shock', 'pvc', 'deflation', 'stress', 'towing', 'boat']"
"AquaFlask Vacuum Insulated Double Wall Stainless Steel Water Bottle with Handle, Multiple Sizes/Colors","[""The last water bottle you'll ever need!"", ""We believe that the perfect water bottle should be insulated, durable, practical, and affordable. That's why we created the AquaFlask Insulated Stainless Steel Bottle. If you're seeking the ultimate drinking experience, look no further!"", 'The insulated stainless steel AquaFlask features double-wall vacuum insulation technology that will keep your beverages hot or cold for hours.', '16-Ounce model is available in Sky Blue, Mint Green, and Glossy Stainless Steel', '27-Ounce model is available in Matte Grey, Matte Black, and Glossy Stainless Steel', 'Convenient rotating handle makes carrying a breeze!', 'Narrow mouth prevents spills while drinking.', 'Interior: Rust-resistant stainless steel #304   Exterior: Durable stainless steel #201   Lid/Handle: Stainless steel and BPA-free plastic and silicone', ""WON'T LEAK - WON'T SWEAT -LEAK PROOF DESIGN"", 'What can you carry in your AquaFlask? -Ice water  -Coffee  -Tea  -A chilled bottle of white wine (the 27-Ounce AquaFlask fits a whole bottle!)  -Beer (the 16-Ounce AquaFlask fits a full pint!)  -Smoothies  -Margaritas', 'Great for: -Hiking  -Yoga  -Biking  -Camping  -Rock climbing  -Gym  -Road trips  -The beach  -Drinking your favorite beverage, anytime, any place!', '27-Ounce Bottle height: 12 inches   27-Ounce Bottle diameter: 3 inches', '16-Ounce Bottle height: 10.5 inches   16-Ounce Bottle diameter: 2.6 inches', '5% of all proceeds are donated to the UNICEF Tap Project, providing clean drinking water to children around the world.', 'Based in Los Angeles, CA. Responsibly made in China.', 'Replacement caps available on Amazon. Search ""AquaFlask Replacement Cap.""', 'To get your own AquaFlask today, simply scroll up to the top of the page and click ""Add to Cart.""']",AquaFlask,B00WG0GSYE,https://images-na.ssl-images-amazon.com/images/I/713MjyBtbrL._AC_SX466_.jpg,5.0,5.0,"['beverages', 'double', 'beverage', 'drinking', 'proof', 'interior', 'green', 'plastic', 'place', 'clean', 'mouth', 'colors', 'caps', 'sky', 'sizes', 'insulation', 'model', 'silicone', 'affordable', 'height', 'project', 'exterior', 'replacement', 'favorite', 'children', 'china', 'practical', 'durable', 'proceeds', 'wall', 'hot', 'matte', 'cap', '-tea', 'white', '-road', 'bpa', 'breeze', 'technology', 'bottle', 'mint', 'wine', 'page', 'vacuum', 'perfect', 'handle', 'water', 'amazon', 'rotating', 'available', 'steel', 'lid', 'great', 'aquaflask', 'los', 'chilled', 'grey', 'angeles', 'black', 'cold', 'glossy', 'world', 'narrow', 'multiple', 'resistant', 'ultimate', 'hours', 'design', 'inches', 'free', 'blue', 'today', 'pint', 'search', 'experience', 'rust', 'tap', 'beach', 'stainless', 'convenient', 'diameter', '-leak', 'spills', 'unicef']"
2 Pack Police Magnum Pepper Spray .50oz Pink Molded Keychain,"[""Police Magnum OC-17 Pepper Spray offers one of the most powerful concentration of pepper spray allowed by law. This is the same spray used by police officers. Each unit also includes UV dye for later identification of the subject by law enforcement. The unit allows for one hand operation and can be used to provide multiple blasts. A suspect will be immediately affected with burning skin, coughing, watery eyes, runny nose, difficulty breathing but will have no permanent injuries. It is both non-toxic and non-flammable. Effective against: muggers, carjackers, rapists, vicious animals, etc. Keep away from children and do not store in high heat. Rigid nylon shell provides additional grip while adding your keys to the key ring insures that you'll have this handy when you need it.""]",unbrand,B0103O4GU2,,5.0,4.0,"['heat', 'animals', 'handy', 'later', 'hand', 'rigid', 'effective', 'key', 'pack', 'toxic', 'dye', 'unit', 'rapists', 'spray', 'law', 'difficulty', 'injuries', 'skin', 'nylon', 'flammable', 'multiple', 'pink', 'magnum', 'children', 'keychain', 'shell', 'enforcement', 'nose', 'oz', 'subject', 'powerful', 'coughing', 'non', 'additional', 'watery', 'grip', 'concentration', 'breathing', 'carjackers', 'pepper', 'operation', 'runny', 'oc-17', 'permanent', 'suspect', 'high', 'identification', 'officers', 'police', 'eyes', 'ring', 'keys', 'vicious', 'uv', 'muggers', 'blasts']"
NoTubes Injector,['Use the No Tubes Injector to keep your Tubeless system juiced. Apply perfectly measure amounts of sealant quick and easy with minimal loss and mess.Product FeaturesMaterial: plastic'],Stans-No Tubes,B001GSKL4A,https://images-na.ssl-images-amazon.com/images/I/71vMZ3v6SnL._AC_SY550_.jpg,5.0,4.0,"['system', 'plastic', 'sealant', 'tubeless', 'quick', 'minimal', 'mess.product', 'tubes', 'amounts', 'injector', 'easy', 'loss', 'notubes', 'featuresmaterial']"
Geysa Vacuum Insulated Stainless Steel Water Bottle - Perfect for Any Ocassion - Keep Drinks Hot or Cold for Longer - Extra Sports Lid,"['', 'Stainless Steel Water Bottle with Double Wall Vacuum Technology', 'Keep it Hot or Cold for longer!', ""Ever had a bottle that warms up your drink on a hot day? Or one that has failed to keep coffee hot for hours? Do you want a bottle that not only does what it's supposed to but also looks stunning?"", 'Introducing your very own Geysa Stainless Steel Water Bottle!', ""• Carry freshly brewed coffee or icy cold water anywhere you go with Geysa's vacuum insulated bottle - keeps beverages hot, cold, and fresh longer. • Leak proof seal, Bamboo lid designed to keep the liquid sealed tight. • Take it with you to the gym, work, hiking or where ever you wish. The stylish mirror finish will look amazing anywhere you go. • It has an easy to carry handle which can be used to hold by hand or to attach a carabiner for all of your adventures."", 'Your Premium Bottle comes with a LIFE TIME WARRANTY!', ""ORDER NOW TO MAKE GEYSA'S WATER BOTTLE A PART OF YOUR EVERYDAY LIFE.""]",Geysa,B0106JYIEI,https://images-na.ssl-images-amazon.com/images/I/51tf18Iq1oL._AC_SX466_.jpg,5.0,6.0,"['gym', 'stunning', 'hand', 'icy', 'beverages', 'time', 'technology', 'easy', 'drinks', 'bottle', 'double', 'cold', 'insulated', 'hiking', 'premium', 'amazing', 'sports', 'hours', 'fresh', 'stylish', 'coffee', 'proof', 'vacuum', 'seal', 'finish', 'perfect', 'longer', 'leak', 'drink', 'wall', 'extra', 'handle', 'hot', 'bamboo', 'carabiner', 'water', 'stainless', 'geysa', 'everyday', 'liquid', 'adventures', 'warranty', 'life', 'ocassion', 'day', 'steel', 'lid', 'work', 'mirror']"
"Bog Products Mini High Pressure Compact Bicycle Pump Presta, Schrader Valves & Ultra Light Alloy Frame","['', 'This compact bike mini pump is designed to be used with both, Presta & Schrader steam valves. Made out of Metal Alloys to be super durable and light. At only 89 grams this pump is feather light and conveniently fits every where. - We dare to offer a Lifetime Guarantee because we know it\'s a good pump!   This emergency hand pump is not only small and light, but portable enough to fit in your saddle bag or installed in a bracket next to your water cage where it will be out of the way, but ready to use in an emergency.   We designed this pump with a double ended flexible hose to make it easier to use than those with a lever, and to protect your hands during use. By adding distance between the tire and your hands, you avoid skinning your knuckles while pumping. Our smart hose is double ended; it fits Schrader valves on one end & Presta on the other, making this compact bicycle pump, both simple and effective.   The included light weight smart bracket is strong, and features a simple, quick locking band to keep your pump safely in place.  Be race ready with a perfect size pump, capable of inflating tires to 116psi (race bike pressure), and made to easily fit almost anywhere. It\'s still big enough to get your tires pumped fast.   Specifications:  Ultra-Light-Weight: 86 grams / 3.14 ounces  Size: 7.5"" long and less than 1"" wide  Capacity: 116 psi / 8 bar  Hose: Double ended flexible rubber hose with Presta and Schrader connectors  Barrel: Ultra light alloy  Handle: Composite  Mounting Bracket: Composite']",BoG Products,B010KN72EI,https://images-na.ssl-images-amazon.com/images/I/91bFLpHiHIL._AC_SX522_.jpg,5.0,4.0,"['grams', 'feather', 'pressure', 'connectors', 'hand', 'bike', 'distance', 'effective', 'pump', 'tires', 'long', 'small', 'simple', 'mini', 'end', 'specifications', 'metal', 'knuckles', 'presta', 'schrader', 'capacity', 'smart', 'use', 'flexible', 'ounces', 'double', 'ready', 'tire', 'barrel', 'weight', 'bog', 'way', 'ultra', 'saddle', 'hands', 'compact', 'durable', 'cage', 'lever', 'quick', 'perfect', 'frame', 'psi', 'bar', 'locking', 'composite', 'emergency', 'hose', 'guarantee', 'products', 'place', 'wide', 'handle', 'strong', 'bag', 'water', 'high', 'portable', 'band', 'steam', 'bracket', 'lifetime', 'big', 'bicycle', 'size', 'capable', 'alloy', 'rubber', 'good', 'alloys', 'race', 'valves', 'light', 'easier']"
"Simply Organic Ginger Root Ground Certified Organic, 1.64 Ounce Container","[""We're Simply Organic. Our goal is to enrich people's lives with an honest promise of freshness, quality and taste that can only come from organically grown foods. We celebrate life, honor tradition and value nature. Certified organic by Quality Assurance""]",Simply Organic,B000WS3AMU,https://images-na.ssl-images-amazon.com/images/I/417POM6fV0L.jpg,4.9230769230769225,13.0,"['foods', 'goal', 'ginger', 'organic', 'nature', 'tradition', 'value', 'people', 'lives', 'container', 'root', 'ground', 'taste', 'promise', 'freshness', 'life', 'ounce', 'honest', 'quality', 'assurance']"
Thorlos Women's  KX Hiking Thick Padded Crew Sock,"['Thorlo hiking crew socks are designed for feet that hurt during or after activity. Enjoying rugged day hikes or extended backpacking in cooler weather conditions on varied to difficult terrain results in moderate to significant stress on the feet. The Socks are constructed with thor lon fibers for superior softness, resilience, durability, and moisture wicking for drier, better feeling feet.Its unique padding specifically designed for hiking, clinically shown to reduce blisters, pain, pressures and moisture for maximum protection.']",thorlos,B0009MZVBW,https://images-na.ssl-images-amazon.com/images/I/81ct8%2Bdd3ZL._AC_UX425_.jpg,4.916666666666667,12.0,"['resilience', 'activity', 'conditions', 'fibers', 'wicking', 'padding', 'socks', 'feeling', 'hiking', 'extended', 'weather', 'crew', 'rugged', 'padded', 'cooler', 'lon', 'pain', 'thorlo', 'difficult', 'softness', 'significant', 'better', 'protection', 'thorlos', 'thick', 'hikes', 'sock', 'durability', 'backpacking', 'kx', 'thor', 'drier', 'superior', 'moderate', 'unique', 'varied', 'stress', 'terrain', 'results', 'day', 'moisture', 'blisters', 'maximum', 'women', 'feet', 'pressures']"
"Yes4All Solid Cast Iron Kettlebells – Weight Available: 5, 10, 15, 20, 25 to 80 lbs","[""SUPERIOR QUALITY FOR LIFETIME TRAINING  High-quality Solid Cast Iron Kettlebell: Built to last without wear and tear - constructed of solid cast iron with no welds, weak spots, or seams. Great for training indoor & outdoor, whether at home or in the gym Large Round Handle:  Yes4All Solid Cast Iron Kettlebell features textured, solid handle for a non-slip, safe and comfortable grip with one or both hands, and easy for both men and women to use so you can push yourself to the limit Flat Bottom:  Our kettlebells feature flat bottoms making it easy to store and expand your exercises that a regular kettlebell does not offer Black Paint Finish : Our paint coating is durable and doesn't chip away like those other products with the shiny enamel finish! Black paint coating gives you better grip and won't slip in your hand like a glossy finish Available in different weights:  5 LBS, 10 LBS, 15 LBS, 20 LBS, 25 LBS, 30 LBS, 35 LBS, 40 LBS, 45 LBS, 50 LBS, 55 LBS, 60 LBS, 65 LBS, 70 LBS, 75 LBS, 80 LBS   HAVE A LIFETIME OF HEALTH BENEFITS WITH YOUR KETTLEBELLS  Improve strength, stamina and coordination Increase lung and heart capacity Prevent cardiovascular diseases, heart attack or strokes Total body cardio workout, burn fat and effective toning Works great for your stabilizing muscles - for active recovery Improve movement, agility and speed  USE FOR FITNESS IMPROVEMENTS AND CHALLENGES  Turkish Get Up Single Dead Lift Two Handed Kettlebell Swing Kettlebell Squat and Lunges""]",Yes4All,B0061Z84AG,https://images-na.ssl-images-amazon.com/images/I/71hoobO8oQL._AC_SX569_.jpg,4.909090909090909,11.0,"['hand', 'cardiovascular', 'weak', 'turkish', 'easy', 'use', 'bottoms', 'solid', 'kettlebells', 'improvements', 'indoor', 'comfortable', 'lunges', 'challenges', 'single', 'heart', 'strokes', 'weights', 'health', 'capacity', 'enamel', 'finish', 'durable', 'swing', 'wear', 'grip', 'body', 'workout', 'lbs', 'safe', 'active', 'attack', 'women', 'iron', 'fitness', 'paint', 'effective', 'features', 'tear', 'coating', 'lung', 'slip', 'works', 'flat', 'speed', 'large', 'muscles', 'lift', 'round', 'improve', 'agility', 'home', 'cardio', 'toning', 'shiny', 'handle', 'coordination', 'squat', 'high', 'welds', 'men', 'seams', 'available', 'stamina', 'quality', 'exercises', 'great', 'recovery', 'outdoor', 'gym', 'regular', 'fat', 'total', 'diseases', 'black', 'glossy', 'training', 'strength', 'limit', 'weight', 'better', 'hands', 'non', 'superior', 'products', 'different', 'dead', 'movement', 'benefits', 'spots', 'kettlebell', 'lifetime']"
sixthreezero EVRYjourney Women's Step-Through Hybrid Cruiser Bicycle (24-Inch and 26-Inch),"['', ""A classic hybrid cruiser made for maximum comfort, the EVRYjourney women's bike has a low center of gravity and foot-forward design that helps keep your back upright while maintaining proper leg extension for optimal pedaling."", 'With looks made for the beach and the gears to take you everywhere else, the sixthreezero EVRYjourney is ready for anything  from hitting the trails at the crack of dawn to cruising the beach at the dusk.', ""The EVRYjourney's modern swooping aluminum frame is designed with foot-forward seat and pedal positioning, allowing riders of varying heights to stop and put feet flat on the ground. When at a full stop, you can stand over the seat and low swooping frame for easy mounting and dismounting."", 'The EVRYjourney is available in four gearing options:', 'The 1.95-inch wide whitewall semi-slick tires provide a cushioned, stable ride for easy rolling. This bike comes complete with a rear rack for use with optional panniers, baskets, and other accessories, plus matching full fenders to keep you protected from rain and debris. It also includes a dual spring seat and leather-stitched grips for optimized comfort.', 'Recommended for single-ride trips up to 30 miles and speeds up to 30 MPH, the 26-inch EVRYjourney is sized for riders from 5 feet to 6 feet, 4 inches tall; the 24-inch model is sized for riders 4 feet, 3 inches to 4 feet 11, inches. It comes 80% assembled, and weighs 38 pounds when fully assembled.', 'Designed with comfort, ease, and eye-catching style, sixthreezero bikes offer affordable quality for a vast range of riders.']",sixthreezero,B00AKIBR40,https://images-na.ssl-images-amazon.com/images/I/91v8JhwDwLL._AC_SX679_.jpg,4.909090909090909,11.0,"['rolling', 'eye', 'stable', 'easy', 'use', 'low', 'vast', 'heights', 'rain', 'rear', 'slick', 'panniers', 'frame', 'gravity', 'debris', 'miles', 'accessories', 'tall', 'comfort', 'modern', 'single', 'upright', 'maximum', 'model', 'bike', 'tires', 'proper', 'crack', 'affordable', 'trails', 'looks', 'style', 'whitewall', 'positioning', 'sixthreezero', 'wide', 'optimized', 'ground', 'semi', 'rack', 'classic', 'bikes', 'seat', 'women', 'pounds', 'feet', 'gearing', 'baskets', 'center', 'ride', 'complete', 'flat', 'optional', 'spring', 'pedal', 'options', 'aluminum', 'foot', 'dismounting', 'riders', 'sized', 'cruiser', 'hybrid', 'dual', 'available', 'leg', 'quality', 'grips', 'range', 'gears', 'dawn', 'cushioned', 'step', 'ready', 'dusk', 'fenders', 'design', 'inches', 'forward', 'optimal', 'swooping', 'evryjourney', 'leather', 'beach', 'stop', 'bicycle', 'extension', 'trips', 'mounting', 'ease', 'mph']"
Weaver Base System,"['These versatile bases from Weaver help give your gun a versatile edge. Multi Slot Bases are constructed of tough, lightweight Aluminum so they can withstand the most powerful recoil. They accept all Weaver Top Mount Rings and accommodate the mounting of devices such as scopes, red dots and laser optics, while allowing for optimal eye relief. Specifications: - Base Type: 1 Piece Base - Material: Aluminum - Finish: Matte Black Fits: - Savage 110 Through 116 Round Rear, Axis Long Action Note: Mounting Hardware Included.']",Weaver,B00162KS0S,https://images-na.ssl-images-amazon.com/images/I/31HAGLYxD2L._AC_SY355_.jpg,4.888888888888889,18.0,"['system', 'eye', 'edge', 'long', 'help', 'specifications', 'piece', 'relief', 'black', 'hardware', 'tough', 'weaver', 'savage', 'rings', 'recoil', 'optics', 'rear', 'mount', 'material', 'multi', 'lightweight', 'round', 'finish', 'powerful', 'gun', 'slot', 'optimal', 'action', 'aluminum', 'base', 'versatile', 'red', 'laser', 'type', 'matte', 'bases', 'fits', 'devices', 'axis', 'mounting', 'scopes', 'note', 'dots']"
