title,image,brand,asin,description,rating,nReviews,keywords
iKettle 2.0 (Comes with UK Plug and requires US Power Converter),,Sonvera,B00BHXAWX4,"[""✓Suitable for dogs of all sizes. The flea collars for dogs are of 25 inches in length and you can easily use it for small dog breeds as well as for big ones, just crop the dog flea collars according to your pet's neck size. For small dogs, you can cut the redundant part and place it in the dog's house. It will provide an extra canine flea prevention effect.  ✓Cause safe. This flea dog collar is made up of natural materials that can't cause any problems in your dog's organism. Probably, it's better to use other kinds of flea and tick treatment for dogs. ✓Works very well in water. The collar for flea and tick prevention for dog can be used in water. You can wash your pet with no fear of collar efficacy decreasing. However, if your dog is washed often than one time per month, the duration can be reduced.  ✓8-months dog flea prevention. The collar for dog flea tick prevention will save your pet from fleas and ticks infection for 8 months. You can forget about annoying pests for a long time with this dog flea and tick collar. ✓Use this collar everywhere. You can use it when your pet is in your car, when you washing your dog by shampoo, using comb and it even suitable for cats. This collar can prevent from fleas and ticks for your large, medium dogs or small puppies as a guard.""]",4.760869565217392,92.0,"['✓', 'extra', 'canine', 'problems', 'prevention', 'pests', 'ikettle', 'collars', 'comb', 'ones', 'months', 'neck', 'annoying', 'fleas', 'duration', 'shampoo', 'dogs', 'converter', 'redundant', 'uk', 'fear', 'size', 'flea', 'efficacy', 'infection', 'large', 'dog', 'puppies', 'collar', 'kinds', 'treatment', 'tick', 'cats', 'length', 'breeds', 'materials', 'sizes', 'ticks', 'car', 'inches', 'big', 'water', 'guard', 'effect', 'medium', 'small', 'power', 'pet', 'suitable', 'better', 'house', 'time', 'long', 'safe', 'plug', 'natural', 'month', 'organism']"
"2 Oz Cobalt Blue Glass Straight Sided Jars, Metal Lids Included, (12 Pack); Great for Creams, Cosmetics, Lotions and More",https://images-na.ssl-images-amazon.com/images/I/71IacoAxLVL._SX355_.jpg,Cornucopia Brands,B018SFIGXG,"['2 Oz Cobalt Blue Empty Glass Straight Sided Jar, Lids Included, (12 Pack) Our jars with metal lids come in bundle of 12. Each set includes white metal lids with lining for each of the jars as well for an airtight secured seal. If you are looking for a jar that is rigid, scratch resistant, chemical resistant, and temperature tolerant then this is the perfect jar for you. These small jars make the perfect storing solution for gels, creams, lotions, body scrubs, and products containing essential oils.Cobalt blue glass provides UV protection for light sensitive products. Great for DIY, gifts, samples, trial size, travel, spices & herbs & powders, vitamins and more. bpa-free, lead-free, food safe, medical grade, airtight, capacity 2oz / 60ml / 1/4 cup each']",4.76,125.0,"['lotions', '60ml', 'temperature', 'tolerant', 'resistant', 'travel', 'jar', 'oils.cobalt', 'samples', 'cup', 'blue', 'grade', 'lids', 'jars', 'size', 'free', 'glass', 'food', 'cobalt', 'body', 'perfect', 'gels', 'vitamins', 'herbs', 'capacity', 'seal', 'powders', 'chemical', 'pack', 'scrubs', 'straight', 'protection', 'lead', 'trial', 'spices', 'metal', 'solution', 'products', 'sided', 'essential', 'small', 'secured', 'gifts', 'white', 'lining', 'diy', 'creams', 'great', 'medical', 'set', 'rigid', 'safe', 'oz', 'airtight', 'sensitive', 'bpa', 'cosmetics', 'uv', 'light', 'bundle']"
"Kamo 24"" Long Wavy Cosplay Women Girl Costumes Hair Full Wigs (Blue)",https://images-na.ssl-images-amazon.com/images/I/41Hd-%2BxlNDL._SX466_.jpg,KAMO,B00HNK96UK,"['Description:   Kamo wig is made from excellent synthetic fiber, which is heat resistant. Using a curling iron or straightener on low settings might work, won\'t be long-lasting and runs the risk of melting the wig. However, you can style it with near-boiling water. Get a styrofoam wig head, curlers, a stand, whatever. If you want to straighten, let the wig hang straight and dump hot water on it. If you want to curl or style differently, get it into shape using curlers, pins, etc., and then add the water. Allow it to air dry. It works really well and will keep the new style.   Providing natural and gorgeous wigs is what we kamo seeks to. Full and thickness make it can pass as real hair. As to the cap size, there are hooks for you to adjust the fit and fix it in place. It is very easy to wear. If it gets tangled when you wore for several time, do not worry about this. Just use some wig spray and comb it slightly,and it will be the same one as you received at the first time.   Specifications:   Hair material: 100% High-quality Synthetic fiber anti High-temperature  Color:Dark Turquoise  Length: 24"".  Weight:300g  Texture: wave   Care Instructions:   - Wash in cold or lukewarm water  - Add a dash of shampoo and wash gently  - Rinse thoroughly in cold water  - Do not comb when the wig is wet  - let wig drip dry and do not use blow dryers, curling irons etc  - use wig special care solution for the maintainance when dry  - Store it on the wig stand for the better maintainance   Package Included:   1X 24"" Long Wavy Cosplay Women Girl Costumes Hair Full Wigs']",4.75886524822695,141.0,"['wig', 'cold', 'blue', 'style', 'quality', 'straightener', 'anti', 'air', 'high', 'head', 'cap', 'weight:300', 'better', 'package', 'excellent', 'turquoise', 'long', 'time', 'new', 'wigs', 'kamo', 'care', 'natural', 'iron', 'blow', 'resistant', 'wave', 'place', 'curlers', 'g', 'texture', 'gorgeous', 'hooks', 'length', 'fit', '1x', 'real', 'special', 'heat', 'easy', 'lukewarm', 'settings', 'shape', 'fiber', 'wet', 'color', 'temperature', 'dark', 'wavy', 'shampoo', 'store', 'pins', 'drip', 'material', 'thickness', 'maintainance', 'risk', 'stand', 'synthetic', 'hot', 'cosplay', 'hair', 'dry', 'use', 'spray', 'instructions', 'women', 'styrofoam', 'size', 'let', 'dryers', 'description', 'solution', 'water', 'girl', 'irons', 'low', 'specifications', 'costumes', 'dash']"
Glycerin Vegetable Kosher USP-Highest Quality Available-1 Quart (32 Fluid Ounces)-From Element Six,https://images-na.ssl-images-amazon.com/images/I/81diUZJUvZL._SY606_.jpg,Element,B00H4C6L2I,"['This Vegetable Glycerin is the highest quality available anywhere. Our VG is bottled in a Class 8 Clean Room environment. All of our bottles are pre-sterilized. Our bottling line for this Vegetable Glycerin is exclusively dedicated to VG to eliminate any possibility of cross contamination. Unlike other sources of Glycerin on the market, our bottling equipment will never be used to process dangerous or caustic material. The safety and purity of our Vegetable Glycerin is our number one priority.']",4.75,248.0,"['environment', 'vegetable', 'element', 'clean', 'purity', 'bottles', 'market', 'sources', 'fluid', 'quality', 'room', 'caustic', 'available', 'class', 'contamination', 'dangerous', 'material', 'highest', 'equipment', 'line', 'priority', 'kosher', 'ounces)-from', 'quart', 'possibility', 'glycerin', 'safety', 'number', 'cross', 'usp', 'vg', 'bottling']"
"Sankuwen 1pc Funny Gift, Emoji Poo Shape Pillow Car Home Office Accessory (Mini Cute)",https://images-na.ssl-images-amazon.com/images/I/61jhIuCh9IL._AC_SX425_.jpg,,B0113PRPK8,"['1pc Funny Gift, Emoji Poo Shape Pillow Car Home Office Accessory (Mini Cute)']",4.733333333333333,60.0,"['cute', 'car', 'poo', 'accessory', 'mini', 'gift', 'home', 'emoji', 'pillow', 'office', 'sankuwen', 'funny', '1pc', 'shape']"
"Sage Hill Essential Oil Labels - Blanks, Blends & Caps with SmearProtect Cover Labels",https://images-na.ssl-images-amazon.com/images/I/818erj16EJL._SX425_.jpg,Sage Hill,B01HBSH2EK,"['Each set includes: BLANKS: 3 sheets/81 bottle labels with matching self-laminating cover labels (1"" x 2.625"" rectangular) BLENDS: 1 sheet/27 bottle labels of pre-printed common blends with matching self-laminating cover labels (1"" x 2.625"" rectangular) CAPS: 1 sheet/154 labels of caps (1/2"" round)']",4.732394366197184,71.0,"['sage', 'common', 'oil', 'round', 'blanks', 'hill', 'sheets/81', 'cover', 'essential', 'rectangular', 'printed', 'sheet/27', 'bottle', 'set', 'caps', 'self', 'labels', 'smearprotect', 'sheet/154', 'pre', 'blends']"
"Upgraded 30% Vitamin C Serum with Hyaluronic Acid and Vit E,Anti Aging Face Serum for Face Eyes,Anti Wrinkle Vitamin C Facail Serum",https://images-na.ssl-images-amazon.com/images/I/51Ze-%2BBk50L._SY450_.jpg,Lantique,B00ZUR15F2,"['Product descriptionSize:Vitamin CUncover Secrets of Timeless Youth and RadianceOur Vitamin C Serum is a powerful weapon against the attack of aging and harmful rays that utilizes VC, VE, HA, natural extracts, acids and antioxidants to rejuvenate your skin while fighting damage caused by free radicals. Upgraded packaging and design, more green, more natural.Why Choose Us?1. Medical-grade skin care, all-natural and non-irritation. Suitable for all skin types. 2. An ultimate anti-aging formula that contains Vitamin C Serum with Hyaluronic Acid and Vit E. An ideal Anti Aging Face Serum for Face Eyes and Neck.3. Combining 30% Highest Concentrate Vitamin C Anti Wrinkle Serum with enriched natural plants extraction, this formula is the most potent and effective Vitamin C Serum available. 4. Multi-effect C Serum: Effective in hydrating skin, shrinking pores, reducing visible signs of aging, wrinkles, fine lines and dark spots.5. Fast absorbing and non-greasy. Delivers all-day hydration. 6. Premium Anti Wrinkle Serum backed by quality and science.Notes:1. After the first two weeks of use, the skin becomes softer. After the fourth week, the fine lines are obviously reduced, and the skin is brighter and improved overall. Ongoing use is required for continued improvement. 2. Recommend using at night. 3. We suggest doing a Patch Test on a small area of skin on your neck to make sure the formula is a good fit for you.Premium After-sale ServiceWe take pride in our formulas and stand behind them 100%. For any reason you are not satisfied with the product or results, simply contact us within 60 days and we will process you an immediate 100% money-back refund. Buy at ease.SpecificationsSize: 1.2 x 1.2 x 4 inchesNet Weight: 0.96 ouncesNet Content: 30g/ml Package Including1 x Vitamin C Serum (with Dropper)1 x User Manual']",4.728813559322034,59.0,"['us?1', 'results', 'ml', 'grade', 'day', 'free', 'premium', 'quality', 'anti', 'radianceour', 'secrets', 'highest', 'vitamin', 'harmful', 'cuncover', 'youth', 'lines', 'absorbing', 'ultimate', 'hydration', 'reason', 'green', 'dropper)1', 'package', 'effective', 'including1', 'formulas', 'care', 'sale', 'natural', 've', 'acid', 'vc', 'fourth', '30g', 'packaging', 'days', 'user', 'satisfied', 'patch', 'available', 'weight', 'formula', 'antioxidants', 'pores', 'area', 'brighter', 'potent', 'fit', 'face', 'signs', 'radicals', 'hyaluronic', 'week', 'facail', 'damage', 'types', 'improvement', 'weeks', 'acids', 'dark', 'powerful', 'neck', 'multi', 'ouncesnet', 'e', 'inchesnet', 'wrinkle', 'greasy', 'descriptionsize', 'timeless', 'ease.specificationssize', 'servicewe', 'effect', 'pride', 'attack', 'small', 'wrinkles', 'visible', 'ongoing', 'weapon', 'extracts', 'manual', 'non', 'fine', 'vit', 'ideal', 'night', 'x', 'plants', 'content', 'c', 'sure', 'use', 'e.', 'neck.3', 'softer', 'irritation', 'serum', 'you.premium', 'product', 'rays', 'eyes', 'good', 'extraction', 'science.notes:1', 'continued', 'skin', 'test', 'aging', 'refund', 'natural.why', 'money', 'design', 'suitable', 'immediate', 'spots.5', 'medical']"
"Luxurious 100% Natural 8x Bath Bomb Gift Box - Large 3.5oz Size - Pure Essential Oils for the Best Lush, Relaxing Bath. For Women & Men",,Greenvida,B01BL54RPQ,"['Luxurious 100% Natural 8x Bath Bomb Gift Box - Large 3.5oz Size - Pure Essential Oils for the Best Lush, Relaxing Bath. For Women & Men']",4.722222222222221,72.0,"['size', 'box', 'women', 'gift', 'luxurious', 'large', 'lush', 'bomb', 'essential', 'oz', 'men', 'oils', 'natural', 'bath', 'pure']"
"Black Peel off Mask- Activated Charcoal Blackhead Remover Mask Purifying Deep Cleansing Facial Black Mask, Deep Pore Cleanse for Acne, Oil Control by Gemmaz 60g",https://images-na.ssl-images-amazon.com/images/I/81HutpgY4gL._SX425_.jpg,AsaVea,B001G8LKBS,"['Features: Luxurious anti-aging beauty mask for facial care Controls excess oil, treats acne, and clears pores Gets rid of dirt effectively on face Removes stains and oil spots on face with daily use Improves the blood circulation of face, maintaining a firm and soft appearance Deep cleanses and removes blackheads Suitable for both men and women For All Skin Types Usage: 1) Cleanse your skin and place a hot towel on the areas that have open pores/blackheads for 3-5 minutes. 2) To properly use this product, apply an even thin layer on face mainly on the areas with blackheads, eg nose. Avoid direct contact with eyes, brow, hairline, and lips. 3) Leave on for 10-15 minutes or until mask is completely dry. 4) Gently peel off mask from outer edges and use warm water to clean and dry. Product Function: Deep cleansing peel-off mask removes dulling surface cells, toxins, and impurities while vitamins and plant extracts soften the skin to restore a youthful glow. Ingredients: AQUA, POLYVINYL ALCOHOL, ALCOHOL DENAT, GLYCERIN, CHARCOAL POWDER, XANTHAN GUM,  PEG-40 HYDROGENATED CASTOR OIL, ALLANTOIN, GLYCERETH-26, PHENOXYETHANOL, TOCOPHERYL ACETATE, CITRUS AURANTIUM DULCIS (ORANGE) FRUIT EXTRACT, FRAGRANCE']",4.722222222222221,126.0,"['daily', 'cleanse', 'phenoxyethanol', 'cleanses', 'stains', 'xanthan', 'luxurious', 'anti', 'glycereth-26', 'peel', 'citrus', 'charcoal', 'glow', 'blackhead', 'polyvinyl', 'areas', 'black', 'cells', 'firm', 'glycerin', 'care', 'mask', 'usage', 'remover', 'aurantium', 'spots', 'toxins', 'g', 'blackheads', 'deep', 'plant', 'pores', 'tocopheryl', 'function', 'face', 'control', 'warm', 'towel', 'beauty', 'rid', 'contact', 'lips', 'open', 'types', 'gemmaz', 'allantoin', 'direct', 'aqua', 'circulation', 'dulling', 'oil', 'hairline', 'men', 'peg-40', 'acetate', 'youthful', 'surface', 'edges', 'ingredients', 'minutes', 'orange', 'hot', 'extracts', 'acne', 'thin', 'dry', 'outer', 'blood', 'use', 'denat', 'nose', 'facial', 'pore', 'impurities', 'layer', 'women', 'brow', 'product', 'eyes', 'appearance', 'features', 'cleansing', 'powder', 'skin', 'vitamins', 'gum', 'aging', 'water', 'castor', 'dirt', 'suitable', 'fragrance', 'alcohol', 'extract', 'dulcis', 'soft', 'excess', 'mask-', 'fruit']"
"L'Oreal Paris Skin Care Collagen Moisture Filler Day/Night Cream, 1.7 Fluid Ounce, Pack of 3",https://images-na.ssl-images-amazon.com/images/I/61pipj-bYtL._SY450_.jpg,L'Oreal Paris,B01FDLAR7Q,"[""A dose of intense hydration and natural Collagen in Collagen Filler Moisture Day Lotion and Day/Night Cream is essential for younger-looking skin. Rich moisture instantly restores skin's cushion and bounce. Over time, the powerful natural Collagen helps fill in lines and wrinkles, leaving your skin smooth and plump. Use it for a complete collagen-infused skincare regimen. In just 4 weeks 78% of women saw filled in wrinkles. Based on a consumer evaluation of 50 women.""]",4.717391304347826,46.0,"['dose', 'weeks', 'women', 'collagen', 'powerful', 'smooth', 'plump', 'day', 'fluid', ""l'oreal"", 'younger', 'complete', 'ounce', 'lotion', 'skin', 'skincare', 'paris', 'pack', 'moisture', 'essential', 'lines', 'wrinkles', 'hydration', 'cream', 'time', 'bounce', 'night', 'intense', 'filler', 'consumer', 'care', 'rich', 'natural', 'cushion', 'regimen', 'evaluation']"
"Williams Mug Shaving Soap, 12 Count",https://images-na.ssl-images-amazon.com/images/I/71WoDco5TGL._SX569_.jpg,Williams,B00B7K0Z8E,"['INDICATIONS: Williams Mug Shaving Soap Long lasting lather. Does not dry on your face, but leaves skin soft and smooth. INGREDIENTS: Sodium Tallowate, Potassium Stearate, Sodium Cocoate.']",4.716216216216216,148.0,"['sodium', 'count', 'soap', 'williams', 'soft', 'stearate', 'indications', 'mug', 'face', 'lather', 'smooth', 'potassium', 'ingredients', 'tallowate', 'cocoate']"
Bare Escentuals bareMinerals Warmth All-Over Face Color 1.5g,https://images-na.ssl-images-amazon.com/images/I/51r2%2B7b9UyL._SX450_.jpg,Bare Escentuals,B01DXFHFX8,['Bare minerals warmth powder foundation'],4.714285714285714,70.0,"['color', 'minerals', 'g', 'bare', 'warmth', 'face', 'powder', 'foundation', 'escentuals']"
Piping Rock Castor Oil (Expeller Pressed) Hexane Free 100% Pure Virgin 64 fl. oz. (1893 ml),https://images-na.ssl-images-amazon.com/images/I/81ONIRozapL._SY355_.jpg,Piping Rock,B00MWB7JNQ,"[""Castor Oil is a vegetable oil derived from the seeds of the flowering Ricinus communis plant. Throughout the ages, it has been commonly used to help add lush moisture and soften skin and hair. Piping Rocks 100% Pure Castor Oil is expeller-pressed, hexane-free, and is practically odorless! Discover for yourself why castor oil is considered by many to be one of the finest natural skin emollients available, and is commonly used in some of today's most popular cosmetic and beauty formulas! Apply a desired amount to the skin and massage until absorbed. Massage a small amount into the ends of hair, use in a hot hair oil treatment or add a few drops to your shampoo to encourage soft, luscious locks.""]",4.714285714285714,49.0,"['ricinus', 'ages', 'vegetable', 'cosmetic', 'popular', 'communis', 'fl', 'seeds', 'odorless', 'oil', 'expeller', 'ml', 'piping', 'shampoo', 'rock', 'free', 'available', 'today', 'treatment', 'plant', 'skin', 'emollients', 'locks', 'ends', 'finest', 'luscious', 'moisture', 'castor', 'small', 'virgin', 'pure', 'hot', 'drops', 'hair', 'soft', 'beauty', 'massage', 'formulas', 'lush', 'oz', 'hexane', 'natural']"
"Dr. Singha's Mustard Bath, Therapeutic Bath Salts, 8 Ounce",https://images-na.ssl-images-amazon.com/images/I/61mzKdBEtXL._SY450_.jpg,Dr. Singha's,B00016WU6A,"['Singhas Mustard Bath 8 oz PowderA Gentle Herbal Formula With Powdered Mustard Seed, Eucalyptus, Rosemary, Wintergreen & ThymeSuggested Use As a dietary supplement Dr. Shinghas aromatic bath formula has been widely used in England for 35 years with excellent results. Traditionally, Mustard is renowed for its stimulating, cleansing and rejuvenating qualities. The warmth of the Mustard assists in opening the pores of your skin helping you to sweat out impurities. Dr. Shyams Singha, well-known Master Acupucturist, Osteopath, Nauropath and Ayurevedic physician recommends his formula as an aid in relieving many ailments. These include Stress, Muscle and Joint Soreness, Congestion, Skin Conditions, Periodic Tensions and Sleeplessness. Use as a perfect complement to any Purification and Tissue Cleansing Program. - Or as directed by your healthcare professional.Directions Foot Bath - Disolve 1 large Tbl. spoon of the formula in a bowl of hot water. Soak for 20 minutes. Rinse with cold water. Full Bath - Add 2oz to a hot bath. Relax in the water for 20 minutes. Finish with a cold shower, dry with a rough towel and keep warm for best results.Other Ingredients: This formula contains: Powdered Mustard Seeds, Oils Of Wintergreen, Ecualptus, Rosemary, And Thyme And Powdered Gum Benzoin In A Base Of Sodium CarbonateWarnings: Keep out of reach of children. As with all dietary supplements, consult your healthcare professional before use. See product label for more information.']",4.709342560553633,289.0,"['base', 'reach', 'healthcare', 'cold', 'results', 'stimulating', 'mustard', 'rough', 'gentle', 'ounce', 'nauropath', 'tensions', 'singhas', 'tbl', 'label', 'excellent', 'tissue', 'ailments', 'therapeutic', 'qualities', 'information', 'seed', 'dr', 'sleeplessness', 'periodic', 'acupucturist', 'large', 'physician', 'oils', 'formula', 'pores', 'professional', 'eucalyptus', 'rejuvenating', 'disolve', 'ayurevedic', 'warm', 'shyams', 'towel', 'spoon', 'dietary', 'perfect', 'sodium', 'shower', 'bowl', 'seeds', 'supplement', 'aid', 'rosemary', 'stress', 'professional.directions', 'ecualptus', 'congestion', 'england', 'shinghas', 'children', 'aromatic', 'ingredients', 'minutes', 'hot', 'foot', 'complement', 'oz', 'wintergreen', 'muscle', 'warmth', 'soreness', 'dry', 'use', 'joint', 'supplements', 'impurities', 'singha', 'osteopath', 'thyme', 'years', 'product', 'cleansing', 'bath', 'skin', 'gum', 'powdered', 'program', 'water', 'purification', 'best', 'benzoin', 'conditions', 'carbonatewarnings', 'herbal', 'master', 'salts', 'powdera']"
"Dr. Singha's Mustard Bath, Therapeutic Bath Salts, 8 Ounce",https://images-na.ssl-images-amazon.com/images/I/61mzKdBEtXL._SY450_.jpg,Dr. Singha's,B00016WU6A,"['Singhas Mustard Bath 8 oz PowderA Gentle Herbal Formula With Powdered Mustard Seed, Eucalyptus, Rosemary, Wintergreen & ThymeSuggested Use As a dietary supplement Dr. Shinghas aromatic bath formula has been widely used in England for 35 years with excellent results. Traditionally, Mustard is renowed for its stimulating, cleansing and rejuvenating qualities. The warmth of the Mustard assists in opening the pores of your skin helping you to sweat out impurities. Dr. Shyams Singha, well-known Master Acupucturist, Osteopath, Nauropath and Ayurevedic physician recommends his formula as an aid in relieving many ailments. These include Stress, Muscle and Joint Soreness, Congestion, Skin Conditions, Periodic Tensions and Sleeplessness. Use as a perfect complement to any Purification and Tissue Cleansing Program. - Or as directed by your healthcare professional.Directions Foot Bath - Disolve 1 large Tbl. spoon of the formula in a bowl of hot water. Soak for 20 minutes. Rinse with cold water. Full Bath - Add 2oz to a hot bath. Relax in the water for 20 minutes. Finish with a cold shower, dry with a rough towel and keep warm for best results.Other Ingredients: This formula contains: Powdered Mustard Seeds, Oils Of Wintergreen, Ecualptus, Rosemary, And Thyme And Powdered Gum Benzoin In A Base Of Sodium CarbonateWarnings: Keep out of reach of children. As with all dietary supplements, consult your healthcare professional before use. See product label for more information.']",4.709342560553633,289.0,"['base', 'reach', 'healthcare', 'cold', 'results', 'stimulating', 'mustard', 'rough', 'gentle', 'ounce', 'nauropath', 'tensions', 'singhas', 'tbl', 'label', 'excellent', 'tissue', 'ailments', 'therapeutic', 'qualities', 'information', 'seed', 'dr', 'sleeplessness', 'periodic', 'acupucturist', 'large', 'physician', 'oils', 'formula', 'pores', 'professional', 'eucalyptus', 'rejuvenating', 'disolve', 'ayurevedic', 'warm', 'shyams', 'towel', 'spoon', 'dietary', 'perfect', 'sodium', 'shower', 'bowl', 'seeds', 'supplement', 'aid', 'rosemary', 'stress', 'professional.directions', 'ecualptus', 'congestion', 'england', 'shinghas', 'children', 'aromatic', 'ingredients', 'minutes', 'hot', 'foot', 'complement', 'oz', 'wintergreen', 'muscle', 'warmth', 'soreness', 'dry', 'use', 'joint', 'supplements', 'impurities', 'singha', 'osteopath', 'thyme', 'years', 'product', 'cleansing', 'bath', 'skin', 'gum', 'powdered', 'program', 'water', 'purification', 'best', 'benzoin', 'conditions', 'carbonatewarnings', 'herbal', 'master', 'salts', 'powdera']"
"Essential Oils Carrying Case - Hard Shell Travel Case Perfect for Essential Oil Storage - Comes with Labels, Foam Insert, Carrying Handle (30 Bottles, Purple)",https://images-na.ssl-images-amazon.com/images/I/61B5M%2ByhVOL._SX679_.jpg,Soothing Terra,B01B6YTFRC,"['Take this shockproof and waterproof essential oils carrying case with you wherever you go. This EVA essential oil case includes a durable outer shell, handle and foam insert to make sure you essential oil investment is organized and safe. The case holds up to 70 vials (5 ml, 10 ml, or 15 ml). Carry your doTerra, Young Living or other popular essential oils in style with this case. Soothing Terra produces nothing but the highest quality essential oil accessories and offers a 100% money back guarantee on their products. For any reason you are not happy with this essential oil case, please let us know and we ill make it right.']",4.701492537313434,268.0,"['accessories', 'popular', 'travel', 'vials', 'oil', 'happy', 'ml', 'bottles', 'hard', 'case', 'storage', 'style', 'quality', 'waterproof', 'insert', 'oils', 'durable', 'highest', 'shockproof', 'right', 'terra', 'young', 'purple', 'money', 'essential', 'products', 'handle', 'reason', 'shell', 'investment', 'foam', 'doterra', 'safe', 'labels', 'eva', 'living', 'sure', 'guarantee', 'outer', 'perfect']"
NUOLUX 150pcs Makeup Lip Brush Lipstick Glossy Wands Applicator Tool Disposable(Black),https://images-na.ssl-images-amazon.com/images/I/61ev4bjIXSL._SX569_.jpg,,B01DP8QD22,"['Description  This item is a set of 150pcs disposable lip brushes, which are made of plastic handle and soft fiber bristle. Well prevent cross contamination of your lip products with these high quality disposable lip gloss applicators. Besides, it is a nice lip makeup tool for choice.  Features  - Brand: NUOLUX. - Color: mainly black. - Materials: Fiber. - Lip brush length: 9.2 cm (3.6 inches). - Soft bristles provide smooth coverage of lip color or gloss. - High quality Disposable Makeup Lip Brush Lipstick Glossy Wands Applicator Make Up Tool. - Prevent cross contamination of your lip products with these high quality disposable lip gloss applicators. Package Including 150 * NUOLUX Disposable Makeup Lip Brush Lipstick Glossy Wands Applicator Make Up Tool (Black)']",4.696969696969697,132.0,"['choice', 'glossy', 'bristle', 'color', 'item', 'bristles', 'smooth', 'cm', 'plastic', 'applicator', 'quality', 'wands', 'coverage', 'high', 'brushes', 'applicators', 'contamination', 'description', 'length', 'materials', 'inches', 'brand', 'products', 'lip', 'tool', 'handle', 'makeup', 'package', 'soft', 'lipstick', 'set', 'gloss', 'black', 'nuolux', 'disposable', 'nice', 'brush', 'cross', 'fiber']"
"Opalpix 32ct., 6 packs 192 total picks",https://images-na.ssl-images-amazon.com/images/I/31Tvd2D97CL.jpg,Opalescence - Ultradent,B004VGIA60,['Opalpix ensures perfect balance between flex and rigidity. Massages interproximal tissue while removing debris and plaque. Textured surface for better cleaning. It will not splinter or break.'],4.69109947643979,191.0,"['picks', 'opalpix', 'flex', 'massages', 'interproximal', 'total', 'rigidity', 'tissue', 'textured', 'cleaning', 'surface', 'balance', 'debris', '32ct', 'better', 'packs', 'plaque', 'perfect']"
Style Sexy Hair Dimension Rough & Ready 4 Shine 7 Hold Styling Pudding 4.4 oz,,SEXYHAIR,B004018VP6,"['Apply this gel/pomade on dry hair for erratic, ""roughed-up"" texture and definition with medium-firm hold. It is also great on curly hair to define curls.']",4.685483870967742,124.0,"['ready', 'curly', 'styling', 'hold', 'style', 'rough', 'gel', 'sexy', 'texture', 'pudding', 'definition', 'medium', 'curls', 'hair', 'great', 'erratic', 'firm', 'oz', 'pomade', 'dry', 'dimension']"
"Oral-B Prohealth All-In-One Medium Toothbrush, Colors May Vary, 1 Count",https://images-na.ssl-images-amazon.com/images/I/71Hv52T3eeL._SY450_.jpg,Oral-B,B00182JYSS,"[""Tight spaces are the easiest places for plaque to build up--and the toughest to clean, since straight-bristle toothbrushes struggle to reach them. CrossAction ProHealth All-In-One CrossAction(R) Toothbrush bristles attack plaque from the perfect angle--an optimal 16--cleaning better than straight ones. Plus, Pro-Health's tongue cleaner helps remove germs from the tongue.""]",4.684210526315789,190.0,"['easiest', 'bristle', 'tight', 'tongue', 'ones', 'toughest', 'places', 'plaque', 'crossaction', 'pro', 'oral', 'straight', 'toothbrush', 'medium', 'b', 'cleaner', 'angle', 'better', 'crossaction(r', 'toothbrushes', 'health', 'optimal', 'colors', 'germs', 'prohealth', 'spaces', 'perfect']"
"Bamboo Shine Silk-Sleek Brilliance Cream, 4.2-Ounce",https://images-na.ssl-images-amazon.com/images/I/71EhAjdvjZL._SY606_.jpg,Alterna,B004IQA3TU,['The conditioning duo gives your strands a luminous high-gloss finish from root-to-tip. The lightweight formula also controls unruly locks and tames frizz. Color Hold technology protects against color fading as antioxidants combat environmental damage.'],4.681818181818182,176.0,"['strands', 'silk', 'unruly', 'color', 'environmental', 'tip', 'brilliance', 'conditioning', 'hold', 'frizz', 'luminous', 'high', 'lightweight', 'formula', 'antioxidants', 'locks', 'bamboo', 'cream', 'duo', 'gloss', 'technology', 'damage', 'sleek', 'root', 'finish']"
